起始乡镇,起始经度,起始纬度,终止乡镇,终止经度,终止纬度,距离(km)
四合镇,107.255518,30.404623,金垭镇,107.408369,31.083509,112.55
四合镇,107.255518,30.404623,赵家镇,107.416361,30.962931,90.50
四合镇,107.255518,30.404623,渡市镇,107.277676,31.059865,124.81
四合镇,107.255518,30.404623,罐子镇,107.301602,31.135825,132.36
四合镇,107.255518,30.404623,管村镇,107.311350,31.182932,134.52
四合镇,107.255518,30.404623,南岳镇,107.565093,30.874924,79.33
四合镇,107.255518,30.404623,石桥镇,107.118101,31.298319,157.54
四合镇,107.255518,30.404623,万家镇,107.623465,30.956475,93.23
四合镇,107.255518,30.404623,麻柳镇,107.695559,31.023875,100.68
四合镇,107.255518,30.404623,明月江街道,107.576751,31.164653,126.87
四合镇,107.255518,30.404623,大树镇,107.633019,30.903638,84.08
四合镇,107.255518,30.404623,东岳镇,107.487468,31.316087,142.00
四合镇,107.255518,30.404623,江陵镇,107.240246,31.408850,176.78
四合镇,107.255518,30.404623,金石镇,107.379460,31.402340,167.07
四合镇,107.255518,30.404623,东城街道,107.507925,31.212699,122.48
四合镇,107.255518,30.404623,碑庙镇,107.400196,31.473874,169.02
四合镇,107.255518,30.404623,复兴镇,107.431603,31.224379,128.34
四合镇,107.255518,30.404623,北山镇,107.304557,31.473063,170.58
四合镇,107.255518,30.404623,青宁镇,107.442087,31.496649,168.29
四合镇,107.255518,30.404623,朝阳街道,120.467130,41.596732,2152.22
四合镇,107.255518,30.404623,梓桐镇,107.361585,31.505554,173.98
四合镇,107.255518,30.404623,磐石镇,107.597372,31.230389,133.11
四合镇,107.255518,30.404623,安云乡,107.485657,31.469172,160.51
四合镇,107.255518,30.404623,凤北街道,107.513526,31.219509,123.25
四合镇,107.255518,30.404623,蒲家镇,107.520675,31.374130,144.12
四合镇,107.255518,30.404623,罗江镇,107.534480,31.305442,131.95
四合镇,107.255518,30.404623,双龙镇,107.449080,31.283549,136.71
四合镇,107.255518,30.404623,凤西街道,107.469723,31.203805,123.96
四合镇,107.255518,30.404623,西城街道,107.499373,31.215750,122.84
四合镇,107.255518,30.404623,石窝镇,107.663877,31.863900,237.19
四合镇,107.255518,30.404623,井溪镇,108.239650,31.765030,244.83
四合镇,107.255518,30.404623,紫溪乡,108.228872,32.207882,293.94
四合镇,107.255518,30.404623,曾家乡,107.772365,31.777984,209.26
四合镇,107.255518,30.404623,旧院镇,108.203667,31.843123,239.90
四合镇,107.255518,30.404623,石塘镇,108.123872,31.892337,225.69
四合镇,107.255518,30.404623,魏家镇,108.034393,32.081698,252.24
四合镇,107.255518,30.404623,玉带乡,107.588241,31.871638,249.55
四合镇,107.255518,30.404623,鹰背镇,107.538072,31.706761,225.05
四合镇,107.255518,30.404623,沙滩镇,108.053074,31.923269,238.22
四合镇,107.255518,30.404623,铁矿镇,108.034636,31.821572,212.82
四合镇,107.255518,30.404623,青花镇,108.004857,31.961972,240.24
四合镇,107.255518,30.404623,长坝镇,107.926515,31.865089,224.61
四合镇,107.255518,30.404623,大沙镇,107.719753,31.852877,229.71
四合镇,107.255518,30.404623,黑宝山镇,107.863524,31.897541,236.00
四合镇,107.255518,30.404623,黄钟镇,107.823998,32.000997,256.24
四合镇,107.255518,30.404623,古东关街道,108.039449,32.070051,250.58
四合镇,107.255518,30.404623,官渡镇,108.056460,32.153296,259.21
四合镇,107.255518,30.404623,草坝镇,107.662350,31.928679,245.70
四合镇,107.255518,30.404623,河口镇,107.688320,31.796817,223.76
四合镇,107.255518,30.404623,固军镇,108.137639,31.807122,222.58
四合镇,107.255518,30.404623,永宁镇,107.855873,32.167962,288.93
四合镇,107.255518,30.404623,竹峪镇,107.715612,32.195348,312.01
四合镇,107.255518,30.404623,罗文镇,107.814216,31.692531,196.75
四合镇,107.255518,30.404623,太平镇,108.038554,32.067511,250.92
四合镇,107.255518,30.404623,白沙镇,108.167091,31.967505,245.77
四合镇,107.255518,30.404623,大竹镇,108.314721,32.163017,298.82
四合镇,107.255518,30.404623,八台镇,108.216720,31.929845,242.84
四合镇,107.255518,30.404623,白果镇,108.328804,32.108190,291.87
四合镇,107.255518,30.404623,庙子乡,108.371451,32.206860,310.69
四合镇,107.255518,30.404623,蜂桶乡,108.357750,31.822650,266.33
四合镇,107.255518,30.404623,永兴镇,107.885493,31.142111,170.13
四合镇,107.255518,30.404623,淙城街道,107.863437,31.088181,161.49
四合镇,107.255518,30.404623,普安镇,107.833680,31.098779,166.96
四合镇,107.255518,30.404623,新宁镇,107.869794,31.081393,160.71
四合镇,107.255518,30.404623,回龙镇,107.774496,31.173316,177.41
四合镇,107.255518,30.404623,广福镇,107.846239,30.861445,135.98
四合镇,107.255518,30.404623,讲治镇,107.950456,31.030836,154.16
四合镇,107.255518,30.404623,任市镇,107.788644,30.902817,132.00
四合镇,107.255518,30.404623,梅家乡,108.026146,31.140120,180.41
四合镇,107.255518,30.404623,长岭镇,107.882716,30.900595,141.51
四合镇,107.255518,30.404623,甘棠镇,107.869738,30.967549,144.13
四合镇,107.255518,30.404623,八庙镇,107.913785,30.918565,145.38
四合镇,107.255518,30.404623,灵岩镇,107.977251,31.196791,181.25
四合镇,107.255518,30.404623,桃花镇,107.955130,31.480754,200.89
四合镇,107.255518,30.404623,石铁乡,108.099267,31.751202,212.70
四合镇,107.255518,30.404623,华景镇,108.104058,31.561272,214.33
四合镇,107.255518,30.404623,毛坝镇,107.749180,31.615451,182.15
四合镇,107.255518,30.404623,大成镇,107.558691,31.424846,153.33
四合镇,107.255518,30.404623,黄石乡,107.892694,31.388198,173.00
四合镇,107.255518,30.404623,老君乡,107.850308,31.514216,187.86
四合镇,107.255518,30.404623,芭蕉镇,107.869323,31.284145,178.81
四合镇,107.255518,30.404623,五宝镇,108.062990,31.477050,200.77
四合镇,107.255518,30.404623,渡口土家族乡,108.285415,31.664513,237.69
四合镇,107.255518,30.404623,峰城镇,107.956094,31.481515,200.82
四合镇,107.255518,30.404623,下八镇,107.934038,31.355846,175.65
四合镇,107.255518,30.404623,厂溪镇,107.948272,31.686582,196.01
四合镇,107.255518,30.404623,清溪镇,107.792071,31.415139,164.25
四合镇,107.255518,30.404623,新华镇,107.994594,31.739576,202.92
四合镇,107.255518,30.404623,樊哙镇,108.246289,31.635397,234.30
四合镇,107.255518,30.404623,白马镇,108.098518,31.623465,227.20
四合镇,107.255518,30.404623,南坪镇,107.964139,31.602092,212.19
四合镇,107.255518,30.404623,普光镇,107.708737,31.504251,164.44
四合镇,107.255518,30.404623,黄金镇,107.849845,31.607142,189.56
四合镇,107.255518,30.404623,君塘镇,107.629225,31.339487,144.77
四合镇,107.255518,30.404623,东乡街道,107.725367,31.354246,151.96
四合镇,107.255518,30.404623,蒲江街道,107.711881,31.362787,151.89
四合镇,107.255518,30.404623,柏树镇,107.653829,31.163978,134.18
四合镇,107.255518,30.404623,庙安镇,107.638575,31.240653,141.43
四合镇,107.255518,30.404623,南坝镇,108.005914,31.358845,185.77
四合镇,107.255518,30.404623,红峰镇,107.626512,31.684639,204.06
四合镇,107.255518,30.404623,胡家镇,107.666285,31.560335,175.75
四合镇,107.255518,30.404623,天生镇,107.752983,31.257788,194.66
四合镇,107.255518,30.404623,马渡关镇,107.481080,31.595353,190.23
四合镇,107.255518,30.404623,塔河镇,108.074450,31.351670,193.46
四合镇,107.255518,30.404623,土黄镇,108.195121,31.586505,241.10
四合镇,107.255518,30.404623,上峡镇,108.024139,31.301981,195.81
四合镇,107.255518,30.404623,三墩土家族乡,108.313591,31.615585,243.42
